序号,产品ID,类型,线路名称,副标题,出发地,携程价格,天数,基础加成价,服务溢价,折扣空间,最终建议价,你的价格,评分,评论数,月销量,图片URL,标签
203,69159098,私家团,重庆2日1晚私家团,【初夏限定+咨询领取至高立减400】夏日遛娃必选 全程宿口碑5钻酒店【赠】两江夜游船票 >体验长江索道【赏】洪崖洞夜景>奇遇漫游山城,重庆出发,1336,2,4000,200元,×1.15,4800,,,,3,"https://dimg04.c-ctrip.com/images/0302w12000qjv0xzgB51B_R_420_420.png?proc=crop/m_c,w_1439,h_1439,x_0,y_0,g_center,230B",成团保障
204,36683172,自由行,重庆+长江三峡4日3晚自由行,重庆登船 | 提前预定限额赠送楼层升舱或重庆游 | 2025全新升级华夏姊妹游轮 | 阳台江景双人客房 | 丰盛自助餐食 | 爸妈放心游优选,重庆出发,1699,4,4600,400元,×1.15,5700,,,,,"https://dimg04.c-ctrip.com/images/0305o12000ocj216494B1_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",
205,64993944,自由行,重庆+成都+都江堰+青城山6日5晚自由行,节后错峰「降幅真的大」!【2日包车游】推荐玩法：重庆市区网红打卡1日游+世遗都江堰+青城山【24h微管家*自选酒店*独立用车*1单1团*不含门票】,重庆出发,1431,6,3900,600元,×1.15,5100,,5.0,,,"https://dimg04.c-ctrip.com/images/0303e12000m52ctpl3869_R_420_420.jpg?proc=crop/m_c,w_1920,h_1920,x_0,y_0,g_center,6A0E",
206,62351831,拼小团,重庆+成都+九寨沟+峨眉山6日5晚拼小团,重庆赠两江夜游船|8人精品小团纯玩无购物|九寨动车团往返省时赠旅拍|峨眉山金顶+乐山大佛|成都满6人升级定制版1+1航空座椅保姆车&全程5钻&赠重庆+双流/天府24h专车接送机/站,重庆出发,4771,6,11600,600元,×1.15,14000,,,,2,"https://dimg04.c-ctrip.com/images/0303012000m9xfglsA3DC_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C","无购物,0购物,成团保障,0自费"
207,54968829,一日游,【高品纯玩】重庆武隆天生三桥+龙水峡地缝或仙女山公园一日游,,重庆出发,298,1,500,100元,×1.15,600,,5.0,,18,https://dimg04.c-ctrip.com/images//0581h12000qke3ogd8345_C_420_420.jpg,"立即确认,无购物,有条件退"
208,104577901,一日游,双峡一峰游船半日游丨瞿塘峡+巫峡+神女峰,,奉节出发,168,3,300,300元,×1.15,600,,4.3,,95,https://dimg04.c-ctrip.com/images/0355w12000p026rzdAC3D_C_420_420.jpg,"立即确认,无购物,有条件退"
209,69174839,私家团,重庆5日4晚私家团,"暑期预售咨询领立减288·限赠重庆""网红落地签机车约拍""明星同款·满6人出行免升9座保姆车出行【全程宿市中心C位品牌5钻酒店】享山城citywalk·打卡网红夜景拍摄机位·赠两江夜游船票",重庆出发,2617,5,7900,500元,×1.15,9600,,,,,"https://dimg04.c-ctrip.com/images/0304q12000qjv1nupBA21_C_420_420.png?proc=crop/m_c,w_1079,h_1079,x_0,y_177,7636",成团保障
210,79799640,一日游,【纯玩·小团】武陵山大裂谷+816工程景区+乌江画廊一日游,,重庆出发,263,1,500,100元,×1.15,600,,4.9,,50,https://dimg04.c-ctrip.com/images//0580y12000nv7lplqF31D_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
211,83948055,一日游,可选游船丨纯玩团+武隆天生三桥 + 地缝 +乌江画廊,,重庆出发,310,3,600,300元,×1.15,1000,,4.8,,5,https://dimg04.c-ctrip.com/images/0357312000qoxdosh8765_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
212,34181349,拼小团,重庆+武隆区5日4晚拼小团,『武陵魔方5钻·8人封顶』赠两江游船+云端之眼·武隆奇观+市区网红+816工程·专车接送机,重庆出发,2028,5,4900,500元,×1.15,6200,,4.9,257,257,"https://dimg04.c-ctrip.com/images/0586812000n9r3ka72E19_R_420_420.jpg?proc=crop/m_c,w_827,h_827,x_0,y_0,g_center,ECDB","0购物,成团保障,0自费"
213,40428052,跟团游,宜昌+长江三峡+重庆+武隆区8日7晚跟团游,华夏游轮·江景阳台房+自助餐+赠3景上岸游｜重庆&武隆2日全景游+升头等舱豪车+金牌导游,重庆出发,4098,8,9200,800元,×1.15,11500,,5.0,243,243,"https://dimg04.c-ctrip.com/images/0307112000qm5ovk60390_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
214,60491546,一日游,重庆白鹤梁水下博物馆+816工程景区一日游【8人内小团】,,重庆出发,213,1,400,100元,×1.15,500,,4.9,390,100+,https://dimg04.c-ctrip.com/images/0102h120009hlqq7209B6_C_420_420.jpg,"无购物,上门接,有条件退"
215,65207865,自由行,重庆+成都+都江堰+青城山6日5晚自由行,节后错峰「降幅真的大」!【2日包车游】推荐玩法：重庆市区网红打卡1日游+世遗都江堰+青城山【24h微管家*不含酒店*独立用车*1单1团*不含门票】,重庆出发,651,6,1700,600元,×1.15,2600,,,,,"https://dimg04.c-ctrip.com/images/0306n12000oj68z4420A1_C_420_420.jpg?proc=crop/m_c,w_864,h_864,x_108,y_288,A697",
216,98430264,一日游,重庆大足石刻一日游【含门票+双石刻全景游】,,重庆出发,148,1,200,100元,×1.15,300,,5.0,,5,https://dimg04.c-ctrip.com/images//0582t12000mzuvng3EAA6_C_420_420.jpg,"立即确认,无购物,有条件退"
217,35302528,拼小团,重庆4日3晚拼小团,『自在山城·解放碑4钻酒店』赠两江夜游船+云端之眼·1天市区网红+1天自由行·专车接送机,重庆出发,927,4,2200,400元,×1.15,2900,,4.7,6514,6514,"https://dimg04.c-ctrip.com/images/0586c12000nhg8txi1DD9_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","免费退,0购物,成团保障,0自费"
218,69160805,私家团,重庆5日4晚私家团,【初夏特惠来袭咨询领取至高立减800】 全程宿口碑4钻酒店【赠】两江夜游船票 >体验长江索道【赏】洪崖洞夜景>奇遇漫游山城暖夏亲子慢时光,重庆出发,2223,5,6700,500元,×1.15,8200,,,,6,"https://dimg04.c-ctrip.com/images/0301v12000iphct13BF84_C_420_420.png?proc=crop/m_c,w_864,h_864,x_108,y_378,6FF8",成团保障
219,41487204,自由行,重庆+长江三峡4日3晚自由行,重庆登船 | 提前预定限额赠送楼层升舱或重庆游 | 总统系列五星级姊妹游轮 | 阳台江景双人客房 | 丰盛自助餐食 | 爸妈放心游优选,重庆出发,1699,4,4600,400元,×1.15,5700,,,,,https://dimg04.c-ctrip.com/images/0302t12000ocko2e72E4D_C_420_420.jpg,
220,63439592,自由行,长江三峡+重庆5日4晚自由行,2025全新首航「长江如歌」超级豪华五星级长航游轮 | 宜昌登船 | 限额赠送楼层升舱或重庆游 | 阳台江景双人客房 | 中西自助餐食 | 专人接站港口班车 | 爸妈放心游优选,重庆出发,2470,5,6700,500元,×1.15,8200,,,,,https://dimg04.c-ctrip.com/images/0301j12000odww7x77D06_C_420_420.jpg,
221,45331894,跟团游,武汉+长江三峡+重庆7日6晚跟团游,美维游轮·爸妈优选&4晚江景私家阳台房+2晚5钻酒店|魔幻都市|轻轨穿楼+微管家+专车接送,重庆出发,3847,7,8600,700元,×1.15,10600,,5.0,544,544,"https://dimg04.c-ctrip.com/images/0301i120008jo7qpq03A6_R_420_420.jpg?proc=crop/m_c,w_592,h_592,x_0,y_0,g_center,E64C","0购物,成团保障"
222,94218267,一日游,【2-8人团】可选游船 | 武隆天生三桥+地缝+乌江观景,,重庆出发,408,3,800,300元,×1.15,1200,,5.0,,2,https://dimg04.c-ctrip.com/images/0354n12000rv5n4hw0759_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
223,107971355,一日游,奉节三峡之巅+巫山小三峡一日游【一价全含无自费+纯玩】,,奉节出发,399,1,700,100元,×1.15,900,,,,,https://dimg04.c-ctrip.com/images/0353712000sh1k9025A40_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
224,71994727,私家团,重庆+成都+都江堰景区+青城山+三星堆博物馆5日4晚私家团,【热卖渝蓉双城+咨询整单至高立减400】宿口碑5钻酒店【赠】两江夜游船票+三星堆拼团讲解+都江堰1v1专人讲解【赏】川剧变脸表演>含成都-重庆动车票,重庆出发,2957,5,9000,500元,×1.15,10900,,,,,"https://dimg04.c-ctrip.com/images/0302b12000rhw52kf1524_R_420_420.jpg?proc=crop/m_c,w_1619,h_1619,x_0,y_-49,g_center,9E1F",成团保障
225,56575060,一日游,【纯玩8人团+航空车】重庆武隆天生三桥+仙女山乌江画廊一日游,,重庆出发,388,1,700,100元,×1.15,900,,4.9,1651,14,https://dimg04.c-ctrip.com/images/0352c12000rrihp5h70EF_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
226,107791296,一日游,重庆三峡之巅+白帝城·瞿塘峡一日游 精品纯玩含景点门票,,奉节出发,268,1,500,100元,×1.15,600,,,,,https://dimg04.c-ctrip.com/images/0352x12000seh1rrw639C_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
227,65623441,拼小团,重庆+武隆区4日3晚拼小团,轻奢小团·奔驰航空舱用车+升级1晚5钻『赠乌江游船』5A「金佛山+天坑+仙女山」+九黎城,重庆出发,1499,4,3600,400元,×1.15,4600,,4.8,328,328,"https://dimg04.c-ctrip.com/images/0301312000setm793F5D1_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","免费退,立即确认,0购物,成团保障,0自费"
228,52580483,拼小团,武汉+长江三峡+重庆6日5晚拼小团,乘世纪江山如诗观三峡全景&船过葛洲坝船闸+登顶三峡大坝+西陵峡精华段 渝汉双城精华游,重庆出发,3851,6,9400,600元,×1.15,11500,,4.9,114,114,"https://dimg04.c-ctrip.com/images/0300i12000rp3rpd03DBA_R_420_420.jpg?proc=crop/m_c,w_1920,h_1920,x_0,y_0,g_center,6A0E","0购物,成团保障"
229,58593524,一日游,【大团小团直发】重庆816工程+武陵山大裂谷一日游,,重庆出发,68,1,100,100元,×1.15,200,,5.0,,94,https://dimg04.c-ctrip.com/images/0355d12000sgpnbanD69F_C_420_420.jpg,"立即确认,无购物"
230,72094058,自由行,重庆+长江三峡+宜昌4日3晚自由行,【阖家同游·情满三峡·轻舟载爱】：阳台江景房推窗即景，船观瞿塘巫峡，漫游丰都鬼城、石宝寨，观《烽烟三国》演出，船览三峡大坝，全家无忧慢游之旅,重庆出发,2092,4,5700,400元,×1.15,7000,,,,,"https://dimg04.c-ctrip.com/images/0303212000sbkj07639B7_R_420_420.jpg?proc=crop/m_c,w_1727,h_1727,x_0,y_0,g_center,2E72",
231,65092928,一日游,【大团小团直发】九黎城+龚滩古镇+乌江游船一日游,,重庆出发,68,1,100,100元,×1.15,200,,4.8,,79,https://dimg04.c-ctrip.com/images//0582f12000n17wnow7FBC_C_420_420.jpg,"立即确认,无购物"
232,46577527,跟团游,重庆+武隆区4日3晚跟团游,『 性价比超高必选』 金牌导游+全团满15位升级陆地头等舱+含特色餐竹笼宴+24h专车接送,重庆出发,1062,4,2300,400元,×1.15,3100,,4.8,10919,10919,"https://dimg04.c-ctrip.com/images/0300712000neq2hyr5233_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_-284,y_37,g_center,D04C","免费退,0购物,成团保障"
233,69141837,私家团,重庆4日3晚私家团,【初夏特惠来袭+咨询领取至高立减400】全程宿口碑4钻酒店【赠】两江夜游船票 >体验长江索道【赏】洪崖洞夜景>奇遇漫游山城,重庆出发,1780,4,5400,400元,×1.15,6600,,,,,https://dimg04.c-ctrip.com/images/0300912000js8lqpy2521_C_420_420.png,成团保障
234,64282967,自由行,重庆+长江三峡4日3晚自由行,提前预定限额免费升舱或重庆精品游 | 高铁出行&重庆登船 | 全景江景阳台客房 | 楚天系列长江如歌号与长江神话号 | 五大上岸游览景点 | 阳台江景双人客房 | 丰盛自助餐食 | 爸妈放心游优选,重庆出发,2247,4,6100,400元,×1.15,7400,,,,,https://dimg04.c-ctrip.com/images/0305712000ocwehkm06BC_C_420_420.jpg,
235,68675812,自由行,重庆7日6晚自由行,【家庭游·湘渝两地连线·领略8D魔幻山城·品尝湘渝美食·打卡网红景点·行程宽松·1单1团·纯玩·0购物·专车】解放碑+洪崖洞+磁器口古镇+李子坝轻轨观景台+五一广场+橘子洲景区,重庆出发,4184,7,11500,700元,×1.15,14000,,,,,"https://dimg04.c-ctrip.com/images/0301e12000r8miadtF03E_R_420_420.jpg?proc=crop/m_c,w_2260,h_2260,x_0,y_0,g_center,7D1B",0购物
236,31171169,跟团游,宜昌+长江三峡+重庆+武隆区7日6晚跟团游,黄金邮轮&江景阳台房+自助餐｜重庆20人精品团+长江三峡核心景区&可加购武隆全景精品游,重庆出发,3358,7,7500,700元,×1.15,9400,,4.9,569,569,https://dimg04.c-ctrip.com/images/03003120008p2fxsqB75C_C_420_420.png,"0购物,成团保障"
237,57611978,一日游,【1-8人拼团纯玩】武隆天生三桥+龙水峡地缝+乌江画廊一日游,,重庆出发,463,1,900,100元,×1.15,1100,,4.9,206,4,https://dimg04.c-ctrip.com/images/0352k12000pilxabj9463_C_420_420.jpg,"立即确认,上门接,有条件退"
238,107996001,一日游,长江索道 | 李子坝 | 磁器口 | 重庆经典市内一日游,,重庆出发,32,1,0,100元,×1.15,100,,,,,https://dimg04.c-ctrip.com/images/0351812000mr4lvbh6C41_C_420_420.jpg,"立即确认,有条件退"
239,68896242,私家团,重庆+武隆区5日4晚私家团,【双城热卖+咨询整单至高立减800】遛娃必选·宿口碑5钻酒店【赠】两江夜游船票+长江索道票>解锁武隆地心秘境,重庆出发,3233,5,9800,500元,×1.15,11800,,,,4,"https://dimg04.c-ctrip.com/images/0304q12000qjv1nupBA21_C_420_420.png?proc=crop/m_c,w_1079,h_1079,x_0,y_177,7636",成团保障
240,89361887,一日游,【大咖说】重庆大足石刻/宝顶山/北山石刻4.5小时精讲-含票,,重庆出发,299,3,500,300元,×1.15,900,,4.9,619,25,https://dimg04.c-ctrip.com/images//0581y12000nyra22p57A2_C_420_420.jpg,"无购物,有条件退"
241,104751469,一日游,重庆长江索道+轻轨穿楼+磁器口+洪崖洞+一日游/无推销/纯玩,,重庆出发,118,1,200,100元,×1.15,300,,4.9,,52,https://dimg04.c-ctrip.com/images/0351u12000rspvxco6E75_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
242,66314876,跟团游,重庆4日3晚跟团游,『自营特惠款』3晚商圈酒店含早+金牌导游&陆地头等舱+主城区1日热门景点打卡+专车接送,重庆出发,680,4,1500,400元,×1.15,2100,,4.8,116,116,"https://dimg04.c-ctrip.com/images/0304n12000ng8jlaj0920_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C","免费退,0购物,成团保障"
243,59780262,跟团游,成都+重庆+峨眉山市+乐山+都江堰+青城山6日5晚跟团游,『畅游四川 重庆双城』走进历史教科书“赏”古堰好风景 自为青城客 千年乐山大佛,重庆出发,2940,6,6600,600元,×1.15,8200,,4.3,,52,"https://dimg04.c-ctrip.com/images/0303p12000ekoqv7p1676_R_420_420.jpg?proc=crop/m_c,w_1439,h_1439,x_0,y_-71,g_center,C5C5","0购物,成团保障"
244,83708918,一日游,大足石刻一日游,,重庆出发,158,1,300,100元,×1.15,400,,5.0,,57,https://dimg04.c-ctrip.com/images/0353912000rx6bzzp8A60_C_420_420.jpg,"立即确认,无购物,有条件退"
245,72091760,自由行,重庆+宜昌+长江三峡4日3晚自由行,【浮生偷闲·慢游峡江·轻舟载乐】：阳台江景房推窗即景，船观瞿塘巫峡，漫游丰都鬼城、丰都雪玉洞，观《烽烟三国》演出，船览三峡大坝，全家暖心休闲之旅,重庆出发,2032,4,5500,400元,×1.15,6700,,,,,"https://dimg04.c-ctrip.com/images/0302612000sbk43rx0CDA_C_420_420.jpg?proc=crop/m_c,w_1179,h_1179,x_0,y_208,143F",
246,107935962,一日游,【达人说|8人精讲团】重庆三峡博物馆+人民大礼堂|3小时精讲,,重庆出发,88,3,100,300元,×1.15,400,,,,,https://dimg04.c-ctrip.com/images/0350b12000sgeobmf0E2E_C_420_420.jpg,"立即确认,无购物,有条件退"
247,67780220,跟团游,重庆+成都+九寨沟+黄龙风景名胜区+三星堆博物馆+成都大熊猫繁育研究基地7日6晚跟团游,全程4钻·川渝双城『赠两江夜游+赠川剧盖碗茶+儿童赠早餐』成都高铁奔九寨｜专车接送站,重庆出发,3136,7,7000,700元,×1.15,8800,,4.6,266,266,"https://dimg04.c-ctrip.com/images/0302q12000rdlkxxmB2E6_R_420_420.jpg?proc=crop/m_c,w_1440,h_1440,x_0,y_0,g_center,E7C1","0购物,成团保障"
248,70828932,私家团,重庆4日3晚私家团,【山城暖春奇遇记】亲子遛娃必选 全程宿口碑4钻酒店体验长江索道【赏】洪崖洞夜景>奇遇漫游山城,重庆出发,1519,4,4600,400元,×1.15,5700,,,,2,"https://dimg04.c-ctrip.com/images/0304q12000qjv1nupBA21_C_420_420.png?proc=crop/m_c,w_1079,h_1079,x_0,y_177,7636",
249,66372703,自由行,重庆+长江三峡+宜昌4日3晚自由行,"重庆登船『星际系列游轮:雅典娜/阿波罗』第6代五星豪华游轮,180度独立阳台江景房『赠丰都鬼城/石宝寨/三峡大坝』船观瞿塘峡/巫峡『可自选白帝城/小三峡/升船机』赠重庆1日游",重庆出发,2074,4,5700,400元,×1.15,7000,,,,,"https://dimg04.c-ctrip.com/images/0303c12000o2c4pni3E1A_R_420_420.jpg?proc=crop/m_c,w_2000,h_2000,x_0,y_0,g_center,0D6C",
250,72073391,自由行,重庆+长江三峡+宜昌4日3晚自由行,【躺平看山·悠游三峡·轻舟载闲】：阳台江景房推窗即景，船观瞿塘巫峡，漫游丰都鬼城、石宝寨，观《烽烟三国》演出，船览三峡大坝，全家适老休闲之旅,重庆出发,2092,4,5700,400元,×1.15,7000,,,,,"https://dimg04.c-ctrip.com/images/0303812000sbjgs6eB266_R_420_420.jpg?proc=crop/m_c,w_1511,h_1511,x_0,y_0,g_center,185A",
251,62850114,跟团游,重庆+成都+九寨沟+黄龙风景名胜区6日5晚跟团游,『携程自营5钻纯玩+升级五钻酒店+头等舱保姆车』《重庆+成都双网红自由活动+大熊猫》,重庆出发,2303,6,5100,600元,×1.15,6500,,,,,"https://dimg04.c-ctrip.com/images/0300m12000nolfw69A1F1_R_420_420.jpg?proc=crop/m_c,w_1280,h_1280,x_0,y_0,g_center,D261","0购物,成团保障"
252,68674540,一日游,武隆天生三桥一日游纯玩无购物,,重庆出发,688,1,1300,100元,×1.15,1600,,5.0,,2,https://dimg04.c-ctrip.com/images/1lo0112000bofvjoa4244_C_420_420.jpg,"立即确认,无购物,上门接,有条件退"
253,105097570,一日游,网红一日游长江索道+轻轨穿楼+洪崖洞+磁器口+白公馆+渣滓洞,,重庆出发,148,1,200,100元,×1.15,300,,5.0,,9,https://dimg04.c-ctrip.com/images/0350g12000rz6k2yx912A_C_420_420.png,"立即确认,无购物,上门接,有条件退"
254,70833023,私家团,重庆2日1晚私家团,《超省钱版本·全程酒店宿自选3钻性价比酒店》【赠】两江夜游船票 >体验长江索道【赏】洪崖洞夜景>奇遇漫游山城,重庆出发,1053,2,3200,200元,×1.15,3900,,,,2,https://dimg04.c-ctrip.com/images/0302k12000qjv1i6bBAD7_C_420_420.png,
255,94733456,一日游,【拼8人团+导游大咖精讲】宝顶山+北山+大足石刻博物馆一日游,,重庆出发,288,1,500,100元,×1.15,600,,5.0,,9,https://dimg04.c-ctrip.com/images/0350c12000otoloae3CD1_C_420_420.png,"立即确认,无购物,上门接,有条件退"
256,89457042,一日游,【含双讲解】白鹤梁博物馆+大裂谷+816工程8人小团或包团,,重庆出发,298,3,500,300元,×1.15,900,,4.9,113,59,https://dimg04.c-ctrip.com/images/0350r12000s5vaci167F0_C_420_420.png,"无购物,上门接,有条件退"
257,61740381,拼小团,重庆+成都+九寨沟+都江堰6日5晚拼小团,8人内小团·都江堰/三星堆含导游讲解+九寨动车+赠两江夜游船+川剧变脸+旅拍+24h接送机,重庆出发,3814,6,9300,600元,×1.15,11300,,5.0,245,245,"https://dimg04.c-ctrip.com/images/0301o12000rs1v61s8D93_C_420_420.jpg?proc=crop/m_c,w_1440,h_1440,x_0,y_560,72A2","0购物,成团保障,0自费"
