序号,产品ID,类型,线路名称,副标题,出发地,携程价格,你的价格,评分,图片URL,标签,路线亮点（外国人关注）,你的专业评价
360,96808948,一日游,【8人团|可选游船】武隆天生三桥+龙水峡地缝+乌江一日游,,重庆出发,398,900,4.8,/images/routes/route_96808948.jpg,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 龙水峡地缝较窄，夏季凉爽，是天然空调。
361,54142161,一日游,重庆大足石刻一日游【VIP私家包团含门票+宝顶山+北山石刻】,,重庆出发,288,600,4.9,/images/routes/route_54142161.jpg,"立即确认,无购物,上门接,有条件退","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
362,38810957,拼小团,重庆+大足石刻2日1晚拼小团,8人小团·文化宝藏大足宝顶山|北山石刻+潮玩山城网红景点轻轨穿楼|洪崖洞|长江索道,重庆出发,651,1900,4.9,/images/routes/route_38810957.jpg,"免费退,0购物,成团保障,上门接,0自费","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
363,70889074,私家团,武隆区2日1晚私家团,节后错峰「降幅真的大」!咨询整单至高立减800元！【武隆全景·免换乘】『渝版九层妖塔<九黎城>+<乌江画廊游船>+全景武隆<天坑+地缝>+东方‘小瑞士’<仙女山>免换乘』,重庆出发,1712,6200,5.0,/images/routes/route_70889074.jpg,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
364,69522969,一日游,武隆天生三桥+龙水峡地缝+乌江画廊一日游8人内纯玩小团上门接,,重庆出发,428,1000,4.9,/images/routes/route_69522969.jpg,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 龙水峡地缝较窄，夏季凉爽，是天然空调。
365,40625717,自由行,武汉+长江三峡+重庆6日5晚自由行,提前7天减300/人『华夏神女游轮·180度一线江景阳台房+5钻自选酒店』中西式自助餐【长江三峡核心景区+船游巫峡+瞿塘峡夔门+赠送3大上岸景点游览】,重庆出发,3404,11300,,/images/routes/route_40625717.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
366,93678539,一日游,武隆天生三桥+乌江画廊游船·精华段【含游船票】一日游,,重庆出发,423,1000,5.0,/images/routes/route_93678539.png,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。
367,34410597,拼小团,重庆+武隆区3日2晚拼小团,『8人封顶·武陵魔方』赠云端观景·网红山城·武隆奇观天生三桥+仙女山+816军工程+大裂谷,重庆出发,1250,3700,4.0,/images/routes/route_34410597.jpg,"免费退,0购物,成团保障,上门接,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
368,71779481,私家团,重庆+武隆区+龙水峡地缝+乌江画廊4日3晚私家团,【福利直销・武隆全景免换乘】渝版九层妖塔九黎城 + 乌江画廊游船 + 武隆天生三桥 + 地球美丽裂痕龙水峡地缝+ 全程 24H 微管家贴心服务 + 接送机服务,重庆出发,2591,9500,,/images/routes/route_71779481.png,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 龙水峡地缝较窄，夏季凉爽，是天然空调。
369,69164420,跟团游,重庆+九寨沟风景区+黄龙风景名胜区6日5晚跟团游,川渝双城漫游｜览山城烟火盛景|赏九寨仙境风光|品地道巴蜀美食|全程出行舒适省心安心,重庆出发,2990,8300,5.0,/images/routes/route_69164420.jpg,"立即确认,0购物,成团保障,0自费",Carefully selected top attractions | Professional English-speaking guide,这条路线评分5.0分，口碑很好，放心选。
370,60258868,自由行,重庆+重庆长江三峡游船+宜昌4日3晚自由行,2021年星际系列游轮{雅典娜/阿波罗}+纯玩保障+亲水江景阳台房+中西自助美食；船观瞿塘峡/巫峡/夔门+精华景点（丰都鬼城/石宝寨/三峡大坝）重庆登船,重庆出发,1896,6400,4.9,/images/routes/route_60258868.jpg,,Night cruise on Yangtze & Jialing Rivers | Stunning skyline view with colorful lights | See Hongyaodong from the water,这条路线评分4.9分，口碑很好，放心选。
371,93659599,一日游,重庆洪崖洞+长江索道+李子坝+夜游两江一日游【8人纯玩小团】,,重庆出发,265,600,4.8,/images/routes/route_93659599.jpg,"立即确认,无购物,上门接,有条件退",Iconic stilt-house complex - Chongqing's most photogenic spot | Best night view - like real-life Spirited Away | Traditional Bayu architecture with modern lights,洪崖洞最佳拍照时间是日落后30分钟，灯光全开但未过热。 建议从千厮门大桥拍摄全景，比在近处拍更震撼。
372,71748787,一日游,白帝城·瞿塘峡+三峡之巅【项目全含+纯玩小团】奉节一日游,,奉节出发,266,600,4.8,/images/routes/route_71748787.jpg,"立即确认,无购物,上门接,有条件退",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分4.8分，口碑很好，放心选。
373,89425483,一日游,重庆天生三桥+仙女山国家森林公园一日游【2-8人纯玩小团】,,重庆出发,398,900,5.0,/images/routes/route_89425483.jpg,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分5.0分，口碑很好，放心选。
374,71644868,私家团,重庆+武隆区+彭水+武隆天生三桥+仙女山国家森林公园+蚩尤九黎城+乌江画廊8日7晚私家团,【初夏特惠来袭咨询领取至高立减800】宿口碑5钻酒店【赠】两江夜游船票+长江索道票>解锁武隆地心秘境+邂逅仙女山云端牧歌,重庆出发,4288,15800,,/images/routes/route_71644868.jpg,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
375,53364318,一日游,奉节白帝城+巫山小三峡+小小三峡一日游【自由纯玩随心品质游】,,奉节出发,489,1100,4.9,/images/routes/route_53364318.jpg,"立即确认,无购物,上门接,有条件退",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。 这条路线评分4.9分，口碑很好，放心选。
376,55051240,一日游,重庆两江游船夜景游船山城夜景洪崖洞夜景电子二维码登船可上甲板,,重庆出发,98,400,4.6,/images/routes/route_55051240.jpg,"立即确认,无购物,有条件退",Iconic stilt-house complex - Chongqing's most photogenic spot | Best night view - like real-life Spirited Away | Traditional Bayu architecture with modern lights,洪崖洞最佳拍照时间是日落后30分钟，灯光全开但未过热。 建议从千厮门大桥拍摄全景，比在近处拍更震撼。
377,69150667,跟团游,重庆+涪陵区5日4晚跟团游,5 钻品质酒店 |宝马专车接送 |导游深度讲解 |探秘816核工程|赏武隆美景 |品涪陵豆花,重庆出发,1799,5100,5.0,/images/routes/route_69150667.jpg,"0购物,成团保障,0自费",Carefully selected top attractions | Professional English-speaking guide,这条路线评分5.0分，口碑很好，放心选。
378,71780464,私家团,重庆+武隆区+彭水+武隆天生三桥+仙女山国家森林公园+蚩尤九黎城+乌江画廊6日5晚私家团,【初夏特惠来袭+咨询领取至高立减800】宿口碑5钻酒店【赠】两江夜游船票+长江索道票>解锁武隆地心秘境+邂逅仙女山云端牧歌,重庆出发,4288,15600,,/images/routes/route_71780464.png,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
379,58608519,一日游,【九点晚出发|优选商务团】北山+宝顶山+大足石刻博物馆一日游,,重庆出发,308,800,4.9,/images/routes/route_58608519.jpg,"立即确认,无购物,上门接,有条件退","UNESCO World Heritage - 5,000+ Buddhist carvings | 1,000+ years of history - Tang & Song dynasties | World-class stone art mastery",大足石刻建议请讲解员，否则就是看石头。我可以帮你安排专业讲解。 宝顶山游览约3小时，穿舒适鞋，有部分爬坡。
380,65749146,自由行,重庆+长江三峡+宜昌4日3晚自由行,长江如歌/长江神话/长江发现/楚天游轮/长江三峡游轮/4天3晚/三峡游轮/豪华游轮/老人出游/180度江景标准阳台房,重庆出发,1698,5700,4.6,/images/routes/route_65749146.jpg,,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
381,53882119,一日游,武隆天生三桥+仙女山包车一日游【Vip独立包车+上门接送】,,重庆出发,750,1800,4.9,/images/routes/route_53882119.jpg,"立即确认,无购物,上门接,有条件退",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 一日游节奏较快，建议穿舒适鞋，带充电宝（拍照耗电）。
382,64275553,跟团游,重庆+成都+九寨沟+黄龙风景名胜区+都江堰+三星堆博物馆7日6晚跟团游,《成都重庆双城7日+熊猫基地》《五星豪生温泉酒店》头等舱保姆车+藏家晚会+免费接送机,重庆出发,2795,7900,4.8,/images/routes/route_64275553.jpg,"0购物,成团保障",Carefully selected top attractions | Professional English-speaking guide,这条路线评分4.8分，口碑很好，放心选。
383,71747960,私家团,重庆+武隆区+彭水+武隆天生三桥+仙女山国家森林公园+蚩尤九黎城+乌江画廊8日7晚私家团,【初夏特惠来袭咨询领取至高立减800】宿口碑4钻酒店【赠】两江夜游船票+长江索道票>解锁武隆地心秘境+邂逅仙女山云端牧歌,重庆出发,3919,14600,,/images/routes/route_71747960.png,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
